Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
2008,Afghanistan,AFG,Germany,DEU,25108,1729,0,-,0,-,1632
2008,Albania,ALB,Germany,DEU,1076,95,0,-,0,-,0
2008,Algeria,DZA,Germany,DEU,1336,387,0,-,0,-,0
2008,Angola,AGO,Germany,DEU,2463,175,0,-,0,-,0
2008,Egypt,EGY,Germany,DEU,607,63,0,-,0,-,0
2008,Argentina,ARG,Germany,DEU,24,0,0,-,0,-,0
2008,Armenia,ARM,Germany,DEU,2527,459,0,-,0,-,0
2008,Australia,AUS,Germany,DEU,37,0,0,-,0,-,0
2008,Austria,AUT,Germany,DEU,5,0,0,-,0,-,0
2008,Azerbaijan,AZE,Germany,DEU,5315,920,0,-,0,-,0
2008,Bahrain,BHR,Germany,DEU,15,0,0,-,0,-,0
2008,Barbados,BRB,Germany,DEU,6,0,0,-,0,-,0
2008,Burundi,BDI,Germany,DEU,123,19,0,-,0,-,0
2008,Belgium,BEL,Germany,DEU,5,0,0,-,0,-,0
2008,Benin,BEN,Germany,DEU,105,56,0,-,0,-,0
2008,Bangladesh,BGD,Germany,DEU,475,86,0,-,0,-,0
2008,Bhutan,BTN,Germany,DEU,98,19,0,-,0,-,0
2008,Burkina Faso,BFA,Germany,DEU,116,54,0,-,0,-,0
2008,Belarus,BLR,Germany,DEU,1842,59,0,-,0,-,0
2008,Bolivia (Plurinational State of),BOL,Germany,DEU,54,0,0,-,0,-,0
2008,Botswana,BWA,Germany,DEU,5,0,0,-,0,-,0
2008,Brazil,BRA,Germany,DEU,658,0,0,-,0,-,0
2008,Bosnia and Herzegovina,BIH,Germany,DEU,24697,317,0,-,0,-,0
2008,Bulgaria,BGR,Germany,DEU,206,16,0,-,0,-,0
2008,Cambodia,KHM,Germany,DEU,130,19,0,-,0,-,0
2008,Canada,CAN,Germany,DEU,63,0,0,-,0,-,0
2008,Central African Rep.,CAF,Germany,DEU,12,0,0,-,0,-,0
2008,Chad,TCD,Germany,DEU,34,8,0,-,0,-,0
2008,China,CHN,Germany,DEU,3613,425,0,-,0,-,0
2008,Chile,CHL,Germany,DEU,278,5,0,-,0,-,0
2008,Cameroon,CMR,Germany,DEU,912,360,0,-,0,-,0
2008,Congo,COG,Germany,DEU,534,81,0,-,0,-,0
2008,Dem. Rep. of the Congo,COD,Germany,DEU,4418,476,0,-,0,-,0
2008,Comoros,COM,Germany,DEU,5,0,0,-,0,-,0
2008,Colombia,COL,Germany,DEU,334,36,0,-,0,-,0
2008,Costa Rica,CRI,Germany,DEU,23,0,0,-,0,-,0
2008,Cuba,CUB,Germany,DEU,463,30,0,-,0,-,0
2008,Cabo Verde,CPV,Germany,DEU,10,0,0,-,0,-,0
2008,Czechia,CZE,Germany,DEU,159,5,0,-,0,-,0
2008,Djibouti,DJI,Germany,DEU,6,0,0,-,0,-,0
2008,Dominica,DMA,Germany,DEU,5,0,0,-,0,-,0
2008,Dominican Rep.,DOM,Germany,DEU,148,0,0,-,0,-,0
2008,Ecuador,ECU,Germany,DEU,154,5,0,-,0,-,0
2008,Equatorial Guinea,GNQ,Germany,DEU,15,0,0,-,0,-,0
2008,Eritrea,ERI,Germany,DEU,3480,351,0,-,0,-,0
2008,Estonia,EST,Germany,DEU,77,0,0,-,0,-,0
2008,Ethiopia,ETH,Germany,DEU,3584,401,0,-,0,-,0
2008,France,FRA,Germany,DEU,12,0,0,-,0,-,0
2008,Gabon,GAB,Germany,DEU,10,5,0,-,0,-,0
2008,Gambia,GMB,Germany,DEU,114,189,0,-,0,-,0
2008,United Kingdom of Great Britain and Northern Ireland,GBR,Germany,DEU,16,0,0,-,0,-,0
2008,Georgia,GEO,Germany,DEU,1509,247,0,-,0,-,0
2008,Ghana,GHA,Germany,DEU,1339,263,0,-,0,-,0
2008,Guinea-Bissau,GNB,Germany,DEU,24,13,0,-,0,-,0
2008,Greece,GRC,Germany,DEU,17,0,0,-,0,-,0
2008,Guatemala,GTM,Germany,DEU,18,0,0,-,0,-,0
2008,Guinea,GIN,Germany,DEU,404,263,0,-,0,-,0
2008,Guyana,GUY,Germany,DEU,6,0,0,-,0,-,0
2008,Haiti,HTI,Germany,DEU,41,5,0,-,0,-,0
2008,Honduras,HND,Germany,DEU,24,0,0,-,0,-,0
2008,Croatia,HRV,Germany,DEU,16241,20,0,-,0,-,0
2008,Hungary,HUN,Germany,DEU,128,0,0,-,0,-,0
2008,Iceland,ISL,Germany,DEU,5,0,0,-,0,-,0
2008,Cote d'Ivoire,CIV,Germany,DEU,307,108,0,-,0,-,0
2008,India,IND,Germany,DEU,1827,492,0,-,0,-,0
2008,Indonesia,IDN,Germany,DEU,312,5,0,-,0,-,0
2008,Iran (Islamic Rep. of),IRN,Germany,DEU,15816,2388,0,-,0,-,0
2008,Iraq,IRQ,Germany,DEU,38854,5801,0,-,0,-,7763
2008,Israel,ISR,Germany,DEU,574,10,0,-,0,-,0
2008,Italy,ITA,Germany,DEU,32,0,0,-,0,-,0
2008,Jamaica,JAM,Germany,DEU,59,5,0,-,0,-,0
2008,Jordan,JOR,Germany,DEU,538,42,0,-,0,-,0
2008,Japan,JPN,Germany,DEU,158,0,0,-,0,-,0
2008,Kazakhstan,KAZ,Germany,DEU,2755,17,0,-,0,-,0
2008,Kenya,KEN,Germany,DEU,284,233,0,-,0,-,0
2008,Kyrgyzstan,KGZ,Germany,DEU,1370,22,0,-,0,-,0
2008,Kiribati,KIR,Germany,DEU,5,0,0,-,0,-,0
2008,Rep. of Korea,KOR,Germany,DEU,771,0,0,-,0,-,0
2008,Dem. People's Rep. of Korea,PRK,Germany,DEU,180,13,0,-,0,-,0
2008,Kuwait,KWT,Germany,DEU,96,0,0,-,0,-,0
2008,Lao People's Dem. Rep.,LAO,Germany,DEU,171,0,0,-,0,-,0
2008,Liberia,LBR,Germany,DEU,252,31,0,-,0,-,0
2008,Libya,LBY,Germany,DEU,558,40,0,-,0,-,0
2008,Saint Lucia,LCA,Germany,DEU,5,0,0,-,0,-,0
2008,Lebanon,LBN,Germany,DEU,9650,680,0,-,0,-,0
2008,Lesotho,LSO,Germany,DEU,5,0,0,-,0,-,0
2008,Sri Lanka,LKA,Germany,DEU,6594,738,0,-,0,-,0
2008,Lithuania,LTU,Germany,DEU,186,0,0,-,0,-,0
2008,Latvia,LVA,Germany,DEU,431,0,0,-,0,-,0
2008,Madagascar,MDG,Germany,DEU,21,0,0,-,0,-,0
2008,Mauritania,MRT,Germany,DEU,36,5,0,-,0,-,0
2008,North Macedonia,MKD,Germany,DEU,5729,108,0,-,0,-,0
2008,Rep. of Moldova,MDA,Germany,DEU,3823,22,0,-,0,-,0
2008,Mexico,MEX,Germany,DEU,159,0,0,-,0,-,0
2008,Mali,MLI,Germany,DEU,43,11,0,-,0,-,0
2008,Malaysia,MYS,Germany,DEU,110,0,0,-,0,-,0
2008,Malawi,MWI,Germany,DEU,5,0,0,-,0,-,0
2008,Mongolia,MNG,Germany,DEU,186,22,0,-,0,-,0
2008,Morocco,MAR,Germany,DEU,2866,149,0,-,0,-,0
2008,Mozambique,MOZ,Germany,DEU,158,0,0,-,0,-,0
2008,Montenegro,MNE,Germany,DEU,1203,79,0,-,0,-,0
2008,Mauritius,MUS,Germany,DEU,5,0,0,-,0,-,0
2008,Myanmar,MMR,Germany,DEU,729,66,0,-,0,-,0
2008,Namibia,NAM,Germany,DEU,19,0,0,-,0,-,0
2008,Nepal,NPL,Germany,DEU,259,36,0,-,0,-,0
2008,Netherlands (Kingdom of the),NLD,Germany,DEU,13,6,0,-,0,-,0
2008,Niger,NER,Germany,DEU,135,25,0,-,0,-,0
2008,Nicaragua,NIC,Germany,DEU,18,0,0,-,0,-,0
2008,Nigeria,NGA,Germany,DEU,1237,715,0,-,0,-,0
2008,New Zealand,NZL,Germany,DEU,8,0,0,-,0,-,0
2008,Oman,OMN,Germany,DEU,36,0,0,-,0,-,0
2008,Pakistan,PAK,Germany,DEU,4607,655,0,-,0,-,0
2008,Panama,PAN,Germany,DEU,9,0,0,-,0,-,0
2008,Paraguay,PRY,Germany,DEU,40,0,0,-,0,-,0
2008,Peru,PER,Germany,DEU,353,10,0,-,0,-,0
2008,Philippines,PHL,Germany,DEU,605,5,0,-,0,-,0
2008,Poland,POL,Germany,DEU,993,10,0,-,0,-,0
2008,Portugal,PRT,Germany,DEU,8,0,0,-,0,-,0
2008,Qatar,QAT,Germany,DEU,58,0,0,-,0,-,0
2008,Romania,ROU,Germany,DEU,812,5,0,-,0,-,0
2008,South Africa,ZAF,Germany,DEU,170,0,0,-,0,-,0
2008,Russian Federation,RUS,Germany,DEU,35505,1812,0,-,0,-,0
2008,Rwanda,RWA,Germany,DEU,194,34,0,-,0,-,0
2008,El Salvador,SLV,Germany,DEU,23,0,0,-,0,-,0
2008,Saudi Arabia,SAU,Germany,DEU,458,0,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Germany,DEU,98787,3460,0,-,0,-,11500
2008,Senegal,SEN,Germany,DEU,91,17,0,-,0,-,0
2008,Seychelles,SYC,Germany,DEU,5,0,0,-,0,-,0
2008,Singapore,SGP,Germany,DEU,42,0,0,-,0,-,0
2008,Sierra Leone,SLE,Germany,DEU,466,201,0,-,0,-,0
2008,Somalia,SOM,Germany,DEU,2190,165,0,-,0,-,0
2008,Spain,ESP,Germany,DEU,6,0,0,-,0,-,0
2008,Viet Nam,VNM,Germany,DEU,14043,716,0,-,0,-,0
2008,Sudan,SDN,Germany,DEU,458,131,0,-,0,-,0
2008,Slovakia,SVK,Germany,DEU,27,5,0,-,0,-,0
2008,Slovenia,SVN,Germany,DEU,23,0,0,-,0,-,0
2008,Sweden,SWE,Germany,DEU,5,0,0,-,0,-,0
2008,Switzerland,CHE,Germany,DEU,18,0,0,-,0,-,0
2008,Syrian Arab Rep.,SYR,Germany,DEU,8205,1418,0,-,0,-,0
2008,United Rep. of Tanzania,TZA,Germany,DEU,36,11,0,-,0,-,0
2008,Thailand,THA,Germany,DEU,1559,0,0,-,0,-,0
2008,Tajikistan,TJK,Germany,DEU,129,24,0,-,0,-,0
2008,Turkmenistan,TKM,Germany,DEU,242,21,0,-,0,-,0
2008,Togo,TGO,Germany,DEU,3340,231,0,-,0,-,0
2008,Trinidad and Tobago,TTO,Germany,DEU,19,0,0,-,0,-,0
2008,Tunisia,TUN,Germany,DEU,770,88,0,-,0,-,0
2008,Türkiye,TUR,Germany,DEU,161919,3212,0,-,0,-,0
2008,United Arab Emirates,ARE,Germany,DEU,204,0,0,-,0,-,0
2008,Uganda,UGA,Germany,DEU,183,56,0,-,0,-,0
2008,Ukraine,UKR,Germany,DEU,22156,48,0,-,0,-,0
2008,Uruguay,URY,Germany,DEU,21,0,0,-,0,-,0
2008,United States of America,USA,Germany,DEU,344,0,0,-,0,-,0
2008,Uzbekistan,UZB,Germany,DEU,1918,29,0,-,0,-,0
2008,Venezuela (Bolivarian Republic of),VEN,Germany,DEU,86,5,0,-,0,-,0
2008,Samoa,WSM,Germany,DEU,5,0,0,-,0,-,0
2008,Yemen,YEM,Germany,DEU,358,37,0,-,0,-,0
2008,Zambia,ZMB,Germany,DEU,17,0,0,-,0,-,0
2008,Zimbabwe,ZWE,Germany,DEU,42,67,0,-,0,-,0
2008,Stateless,XXA,Germany,DEU,4202,106,0,-,9322,-,0
2008,Unknown ,UNK,Germany,DEU,13112,1154,0,-,0,-,1605
2008,Afghanistan,AFG,Greece,GRC,178,1522,0,-,0,-,0
2008,Albania,ALB,Greece,GRC,5,49,0,-,0,-,0
2008,Algeria,DZA,Greece,GRC,7,32,0,-,0,-,0
2008,Angola,AGO,Greece,GRC,0,5,0,-,0,-,0
2008,Egypt,EGY,Greece,GRC,5,11,0,-,0,-,0
2008,Armenia,ARM,Greece,GRC,5,40,0,-,0,-,0
2008,Azerbaijan,AZE,Greece,GRC,13,0,0,-,0,-,0
2008,Burundi,BDI,Greece,GRC,13,0,0,-,0,-,0
2008,Benin,BEN,Greece,GRC,0,5,0,-,0,-,0
2008,Bangladesh,BGD,Greece,GRC,20,121,0,-,0,-,0
2008,Burkina Faso,BFA,Greece,GRC,0,6,0,-,0,-,0
2008,Bosnia and Herzegovina,BIH,Greece,GRC,0,5,0,-,0,-,0
2008,Central African Rep.,CAF,Greece,GRC,9,0,0,-,0,-,0
2008,China,CHN,Greece,GRC,5,9,0,-,0,-,0
2008,Chile,CHL,Greece,GRC,0,5,0,-,0,-,0
2008,Cameroon,CMR,Greece,GRC,6,0,0,-,0,-,0
2008,Congo,COG,Greece,GRC,5,14,0,-,0,-,0
2008,Dem. Rep. of the Congo,COD,Greece,GRC,35,5,0,-,0,-,0
2008,Dominican Rep.,DOM,Greece,GRC,0,5,0,-,0,-,0
2008,Eritrea,ERI,Greece,GRC,5,28,0,-,0,-,0
2008,Ethiopia,ETH,Greece,GRC,22,7,0,-,0,-,0
2008,Gambia,GMB,Greece,GRC,0,34,0,-,0,-,0
2008,Palestinian,PSE,Greece,GRC,9,0,0,-,0,-,0
2008,Georgia,GEO,Greece,GRC,0,758,0,-,0,-,0
2008,Ghana,GHA,Greece,GRC,5,39,0,-,0,-,0
2008,Guinea,GIN,Greece,GRC,0,9,0,-,0,-,0
2008,Cote d'Ivoire,CIV,Greece,GRC,7,0,0,-,0,-,0
2008,India,IND,Greece,GRC,6,12,0,-,0,-,0
2008,Indonesia,IDN,Greece,GRC,0,12,0,-,0,-,0
2008,Iran (Islamic Rep. of),IRN,Greece,GRC,261,138,0,-,0,-,0
2008,Iraq,IRQ,Greece,GRC,942,1057,0,-,0,-,0
2008,Israel,ISR,Greece,GRC,0,12,0,-,0,-,0
2008,Kazakhstan,KAZ,Greece,GRC,0,14,0,-,0,-,0
2008,Kenya,KEN,Greece,GRC,5,26,0,-,0,-,0
2008,Rep. of Korea,KOR,Greece,GRC,0,5,0,-,0,-,0
2008,Kuwait,KWT,Greece,GRC,0,5,0,-,0,-,0
2008,Liberia,LBR,Greece,GRC,5,8,0,-,0,-,0
2008,Libya,LBY,Greece,GRC,7,12,0,-,0,-,0
2008,Lebanon,LBN,Greece,GRC,26,42,0,-,0,-,0
2008,Sri Lanka,LKA,Greece,GRC,31,34,0,-,0,-,0
2008,Mauritania,MRT,Greece,GRC,0,17,0,-,0,-,0
2008,Rep. of Moldova,MDA,Greece,GRC,0,39,0,-,0,-,0
2008,Morocco,MAR,Greece,GRC,5,5,0,-,0,-,0
2008,Montenegro,MNE,Greece,GRC,0,5,0,-,0,-,0
2008,Myanmar,MMR,Greece,GRC,8,39,0,-,0,-,0
2008,Nigeria,NGA,Greece,GRC,40,186,0,-,0,-,0
2008,Pakistan,PAK,Greece,GRC,13,17,0,-,0,-,0
2008,Philippines,PHL,Greece,GRC,0,166,0,-,0,-,0
2008,South Africa,ZAF,Greece,GRC,0,6,0,-,0,-,0
2008,Russian Federation,RUS,Greece,GRC,18,35,0,-,0,-,0
2008,Rwanda,RWA,Greece,GRC,17,0,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Greece,GRC,12,0,0,-,0,-,0
2008,Senegal,SEN,Greece,GRC,0,18,0,-,0,-,0
2008,Sierra Leone,SLE,Greece,GRC,24,11,0,-,0,-,0
2008,Somalia,SOM,Greece,GRC,24,276,0,-,0,-,0
2008,Viet Nam,VNM,Greece,GRC,5,0,0,-,0,-,0
2008,Sudan,SDN,Greece,GRC,53,22,0,-,0,-,0
2008,Slovakia,SVK,Greece,GRC,0,48,0,-,0,-,0
2008,Syrian Arab Rep.,SYR,Greece,GRC,39,127,0,-,0,-,0
2008,United Rep. of Tanzania,TZA,Greece,GRC,0,5,0,-,0,-,0
2008,Turkmenistan,TKM,Greece,GRC,0,8,0,-,0,-,0
2008,Türkiye,TUR,Greece,GRC,225,46,0,-,0,-,0
2008,Ukraine,UKR,Greece,GRC,5,9,0,-,0,-,0
2008,Uzbekistan,UZB,Greece,GRC,11,0,0,-,0,-,0
2008,Western Sahara,ESH,Greece,GRC,0,13,0,-,0,-,0
2008,Stateless,XXA,Greece,GRC,0,0,0,-,258,-,0
2008,Unknown ,UNK,Greece,GRC,33,32851,0,-,0,-,0
2008,Bosnia and Herzegovina,BIH,Croatia,HRV,1289,5,0,-,0,-,0
2008,Czechia,CZE,Croatia,HRV,0,7,0,-,0,-,0
2008,Croatia,HRV,Croatia,HRV,0,0,2497,-,0,-,28084
2008,Iran (Islamic Rep. of),IRN,Croatia,HRV,0,10,0,-,0,-,0
2008,Pakistan,PAK,Croatia,HRV,0,9,0,-,0,-,0
2008,Russian Federation,RUS,Croatia,HRV,0,7,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Croatia,HRV,302,9,0,-,0,-,0
2008,Tajikistan,TJK,Croatia,HRV,0,5,0,-,0,-,0
2008,Stateless,XXA,Croatia,HRV,0,0,0,-,180,-,0
2008,Afghanistan,AFG,Hungary,HUN,2110,54,0,-,0,-,0
2008,Albania,ALB,Hungary,HUN,5,5,0,-,0,-,0
2008,Algeria,DZA,Hungary,HUN,49,24,0,-,0,-,0
2008,Angola,AGO,Hungary,HUN,24,0,0,-,0,-,0
2008,Egypt,EGY,Hungary,HUN,5,35,0,-,0,-,0
2008,Armenia,ARM,Hungary,HUN,146,9,0,-,0,-,0
2008,Azerbaijan,AZE,Hungary,HUN,5,8,0,-,0,-,0
2008,Bangladesh,BGD,Hungary,HUN,5,6,0,-,0,-,0
2008,Belarus,BLR,Hungary,HUN,5,5,0,-,0,-,0
2008,Bosnia and Herzegovina,BIH,Hungary,HUN,14,0,0,-,0,-,0
2008,Bulgaria,BGR,Hungary,HUN,0,5,0,-,0,-,0
2008,China,CHN,Hungary,HUN,18,237,0,-,0,-,0
2008,Cameroon,CMR,Hungary,HUN,82,0,0,-,0,-,0
2008,Congo,COG,Hungary,HUN,15,0,0,-,0,-,0
2008,Dem. Rep. of the Congo,COD,Hungary,HUN,30,0,0,-,0,-,0
2008,Cuba,CUB,Hungary,HUN,57,5,0,-,0,-,0
2008,Eritrea,ERI,Hungary,HUN,5,0,0,-,0,-,0
2008,Ethiopia,ETH,Hungary,HUN,60,0,0,-,0,-,0
2008,Palestinian,PSE,Hungary,HUN,95,31,0,-,0,-,0
2008,Georgia,GEO,Hungary,HUN,93,67,0,-,0,-,0
2008,Ghana,GHA,Hungary,HUN,11,5,0,-,0,-,0
2008,Guinea,GIN,Hungary,HUN,7,0,0,-,0,-,0
2008,Cote d'Ivoire,CIV,Hungary,HUN,14,0,0,-,0,-,0
2008,Iran (Islamic Rep. of),IRN,Hungary,HUN,161,6,0,-,0,-,0
2008,Iraq,IRQ,Hungary,HUN,1243,53,0,-,0,-,0
2008,Kenya,KEN,Hungary,HUN,5,5,0,-,0,-,0
2008,Liberia,LBR,Hungary,HUN,17,6,0,-,0,-,0
2008,Libya,LBY,Hungary,HUN,8,0,0,-,0,-,0
2008,Lebanon,LBN,Hungary,HUN,6,9,0,-,0,-,0
2008,Sri Lanka,LKA,Hungary,HUN,7,5,0,-,0,-,0
2008,North Macedonia,MKD,Hungary,HUN,5,12,0,-,0,-,0
2008,Rep. of Moldova,MDA,Hungary,HUN,5,5,0,-,0,-,0
2008,Mongolia,MNG,Hungary,HUN,0,33,0,-,0,-,0
2008,Montenegro,MNE,Hungary,HUN,0,6,0,-,0,-,0
2008,Myanmar,MMR,Hungary,HUN,5,0,0,-,0,-,0
2008,Nepal,NPL,Hungary,HUN,15,0,0,-,0,-,0
2008,Nigeria,NGA,Hungary,HUN,104,47,0,-,0,-,0
2008,Pakistan,PAK,Hungary,HUN,66,42,0,-,0,-,0
2008,Romania,ROU,Hungary,HUN,27,0,0,-,0,-,0
2008,Russian Federation,RUS,Hungary,HUN,137,9,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Hungary,HUN,2143,1082,0,-,0,-,0
2008,Senegal,SEN,Hungary,HUN,7,5,0,-,0,-,0
2008,Sierra Leone,SLE,Hungary,HUN,74,5,0,-,0,-,0
2008,Somalia,SOM,Hungary,HUN,313,131,0,-,0,-,0
2008,Viet Nam,VNM,Hungary,HUN,0,470,0,-,0,-,0
2008,Sudan,SDN,Hungary,HUN,132,0,0,-,0,-,0
2008,Slovakia,SVK,Hungary,HUN,0,11,0,-,0,-,0
2008,Syrian Arab Rep.,SYR,Hungary,HUN,44,31,0,-,0,-,0
2008,United Rep. of Tanzania,TZA,Hungary,HUN,5,0,0,-,0,-,0
2008,Togo,TGO,Hungary,HUN,10,0,0,-,0,-,0
2008,Türkiye,TUR,Hungary,HUN,78,34,0,-,0,-,0
2008,Uganda,UGA,Hungary,HUN,7,0,0,-,0,-,0
2008,Ukraine,UKR,Hungary,HUN,49,5,0,-,0,-,0
2008,Uzbekistan,UZB,Hungary,HUN,10,0,0,-,0,-,0
2008,Zimbabwe,ZWE,Hungary,HUN,6,0,0,-,0,-,0
2008,Stateless,XXA,Hungary,HUN,37,0,0,-,241,-,0
2008,Unknown ,UNK,Hungary,HUN,159,6,0,-,0,-,0
2008,Afghanistan,AFG,Iceland,ISL,0,5,0,-,0,-,0
2008,Albania,ALB,Iceland,ISL,9,5,0,-,0,-,0
2008,Armenia,ARM,Iceland,ISL,5,0,0,-,0,-,0
2008,Iran (Islamic Rep. of),IRN,Iceland,ISL,5,0,0,-,0,-,0
2008,Iraq,IRQ,Iceland,ISL,5,0,0,-,0,-,0
2008,Kenya,KEN,Iceland,ISL,0,5,0,-,0,-,0
2008,Sri Lanka,LKA,Iceland,ISL,5,0,0,-,0,-,0
2008,Russian Federation,RUS,Iceland,ISL,5,0,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Iceland,ISL,0,10,0,-,0,-,0
2008,Slovakia,SVK,Iceland,ISL,5,0,0,-,0,-,0
2008,Stateless,XXA,Iceland,ISL,0,0,0,-,116,-,0
2008,Afghanistan,AFG,Ireland,IRL,127,122,0,-,0,-,0
2008,Albania,ALB,Ireland,IRL,175,101,0,-,0,-,0
2008,Algeria,DZA,Ireland,IRL,241,70,0,-,0,-,0
2008,Angola,AGO,Ireland,IRL,363,78,0,-,0,-,0
2008,Egypt,EGY,Ireland,IRL,34,21,0,-,0,-,0
2008,Armenia,ARM,Ireland,IRL,42,13,0,-,0,-,0
2008,Azerbaijan,AZE,Ireland,IRL,33,5,0,-,0,-,0
2008,Bahrain,BHR,Ireland,IRL,0,5,0,-,0,-,0
2008,Burundi,BDI,Ireland,IRL,51,23,0,-,0,-,0
2008,Belgium,BEL,Ireland,IRL,13,0,0,-,0,-,0
2008,Benin,BEN,Ireland,IRL,5,5,0,-,0,-,0
2008,Bangladesh,BGD,Ireland,IRL,23,58,0,-,0,-,0
2008,Bhutan,BTN,Ireland,IRL,12,43,0,-,0,-,0
2008,Belarus,BLR,Ireland,IRL,55,30,0,-,0,-,0
2008,Brazil,BRA,Ireland,IRL,5,13,0,-,0,-,0
2008,Bosnia and Herzegovina,BIH,Ireland,IRL,11,0,0,-,0,-,0
2008,Bulgaria,BGR,Ireland,IRL,45,0,0,-,0,-,0
2008,Cambodia,KHM,Ireland,IRL,14,0,0,-,0,-,0
2008,Central African Rep.,CAF,Ireland,IRL,9,0,0,-,0,-,0
2008,Chad,TCD,Ireland,IRL,12,0,0,-,0,-,0
2008,China,CHN,Ireland,IRL,93,79,0,-,0,-,0
2008,Cameroon,CMR,Ireland,IRL,160,79,0,-,0,-,0
2008,Congo,COG,Ireland,IRL,46,25,0,-,0,-,0
2008,Dem. Rep. of the Congo,COD,Ireland,IRL,601,251,0,-,0,-,0
2008,Cuba,CUB,Ireland,IRL,10,0,0,-,0,-,0
2008,Czechia,CZE,Ireland,IRL,125,0,0,-,0,-,0
2008,Eritrea,ERI,Ireland,IRL,105,53,0,-,0,-,0
2008,Estonia,EST,Ireland,IRL,12,0,0,-,0,-,0
2008,Ethiopia,ETH,Ireland,IRL,58,17,0,-,0,-,0
2008,Gambia,GMB,Ireland,IRL,7,5,0,-,0,-,0
2008,Palestinian,PSE,Ireland,IRL,112,39,0,-,0,-,0
2008,United Kingdom of Great Britain and Northern Ireland,GBR,Ireland,IRL,8,0,0,-,0,-,0
2008,Georgia,GEO,Ireland,IRL,165,214,0,-,0,-,0
2008,Ghana,GHA,Ireland,IRL,52,102,0,-,0,-,0
2008,Guinea-Bissau,GNB,Ireland,IRL,5,5,0,-,0,-,0
2008,Guinea,GIN,Ireland,IRL,59,33,0,-,0,-,0
2008,Croatia,HRV,Ireland,IRL,310,25,0,-,0,-,0
2008,Hungary,HUN,Ireland,IRL,5,0,0,-,0,-,0
2008,Cote d'Ivoire,CIV,Ireland,IRL,58,42,0,-,0,-,0
2008,India,IND,Ireland,IRL,5,18,0,-,0,-,0
2008,Iran (Islamic Rep. of),IRN,Ireland,IRL,173,113,0,-,0,-,0
2008,Iraq,IRQ,Ireland,IRL,642,165,0,-,0,-,0
2008,Israel,ISR,Ireland,IRL,26,21,0,-,0,-,0
2008,Jamaica,JAM,Ireland,IRL,9,0,0,-,0,-,0
2008,Jordan,JOR,Ireland,IRL,5,5,0,-,0,-,0
2008,Kazakhstan,KAZ,Ireland,IRL,77,0,0,-,0,-,0
2008,Kenya,KEN,Ireland,IRL,107,55,0,-,0,-,0
2008,Kyrgyzstan,KGZ,Ireland,IRL,17,5,0,-,0,-,0
2008,Dem. People's Rep. of Korea,PRK,Ireland,IRL,6,0,0,-,0,-,0
2008,Kuwait,KWT,Ireland,IRL,57,15,0,-,0,-,0
2008,Liberia,LBR,Ireland,IRL,46,24,0,-,0,-,0
2008,Libya,LBY,Ireland,IRL,127,8,0,-,0,-,0
2008,Lebanon,LBN,Ireland,IRL,19,6,0,-,0,-,0
2008,Lesotho,LSO,Ireland,IRL,0,5,0,-,0,-,0
2008,Sri Lanka,LKA,Ireland,IRL,29,17,0,-,0,-,0
2008,Lithuania,LTU,Ireland,IRL,22,0,0,-,0,-,0
2008,Latvia,LVA,Ireland,IRL,23,0,0,-,0,-,0
2008,Mauritania,MRT,Ireland,IRL,6,0,0,-,0,-,0
2008,North Macedonia,MKD,Ireland,IRL,15,0,0,-,0,-,0
2008,Rep. of Moldova,MDA,Ireland,IRL,221,85,0,-,0,-,0
2008,Mali,MLI,Ireland,IRL,0,5,0,-,0,-,0
2008,Malaysia,MYS,Ireland,IRL,0,9,0,-,0,-,0
2008,Malawi,MWI,Ireland,IRL,5,23,0,-,0,-,0
2008,Mongolia,MNG,Ireland,IRL,0,8,0,-,0,-,0
2008,Morocco,MAR,Ireland,IRL,5,19,0,-,0,-,0
2008,Mozambique,MOZ,Ireland,IRL,7,0,0,-,0,-,0
2008,Mauritius,MUS,Ireland,IRL,0,16,0,-,0,-,0
2008,Myanmar,MMR,Ireland,IRL,5,10,0,-,0,-,0
2008,Nepal,NPL,Ireland,IRL,5,8,0,-,0,-,0
2008,Niger,NER,Ireland,IRL,8,14,0,-,0,-,0
2008,Nigeria,NGA,Ireland,IRL,750,1215,0,-,0,-,0
2008,Pakistan,PAK,Ireland,IRL,206,297,0,-,0,-,0
2008,Philippines,PHL,Ireland,IRL,5,0,0,-,0,-,0
2008,Poland,POL,Ireland,IRL,54,0,0,-,0,-,0
2008,Romania,ROU,Ireland,IRL,445,6,0,-,0,-,0
2008,South Africa,ZAF,Ireland,IRL,46,40,0,-,0,-,0
2008,Russian Federation,RUS,Ireland,IRL,276,45,0,-,0,-,0
2008,Rwanda,RWA,Ireland,IRL,88,14,0,-,0,-,0
2008,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,355,45,0,-,0,-,0
